bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Midtown,Moscrop,Local Street,,Active,Paved,No,,49.24283349011789,-123.0256708,BC
Midtown/Ridgeway,E 38th Ave,Local Street,,Active,Paved,No,,49.235906171511274,-123.0603986,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.211319818194305,-123.0798952,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.261419117066765,-123.2153022,BC
Masumi Mitsui Greenway,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.21738489105011,-123.1168369,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.25110252975487,-123.0496082,BC
Seaside Bypass,Moberly Rd,Local Street,,Active,Paved,No,,49.26636917311576,-123.1204674,BC
Musqueam Park Trail,,Protected Bike Lanes,OSS,Active,,No,,49.23193196826478,-123.1962161,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.24482576297525,-123.0839644,BC
Cambie Bridge,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.267348812451225,-123.1149399,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.27302164,-123.1311249,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26520260235186,-123.1840176,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.29294084570766,-123.1292413,BC
Pender,Pender,Painted Lanes,NB,Active,Paved,Yes,,49.28054810750108,-123.1046556,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.286411642170535,-123.1160777,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.21795430646917,-123.0977725,BC
Central Valley,Great Northern Way,Protected Bike Lanes,R,Active,Paved,No,,49.26678477,-123.091989,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.2573605,-123.0834086,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26226404,-123.0495753,BC
Granville Connector,GRANVILLE ST,Protected Bike Lanes,SL,Active,Paved,Yes,,49.275495143934045,-123.1286992,BC
Masumi Mitsui Greenway,Lynbrook Drive,Local Street,,Active,Paved,No,,49.217141062264965,-123.0532376,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27794063804336,-123.1177597,BC
Off-Broadway,E 6th Ave,Local Street,,Active,Paved,No,,49.26522132257245,-123.0876266,BC
Homer,Homer,Painted Lanes,NB,Active,Paved,Yes,,49.27370682170368,-123.1254673,BC
Sunrise,N Kaslo,Local Street,,Active,Paved,No,,49.29046521143598,-123.0466802,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.255064989114786,-123.1125654,BC
22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Paved,Yes,,49.25064912577255,-123.0480024,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.22966325445152,-123.1119707,BC
Seaside Bypass,NW Marine Dr,Painted Lanes,NB,Active,Paved,No,,49.27590439783226,-123.2149321,BC
Ontario,Ontario,Local Street,,Active,Paved,No,,49.21310667256147,-123.1064977,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.27925671265443,-123.1289141,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.261532698190706,-123.0901024,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.25476692,-123.1484582,BC
Seaside Bypass,Spyglass Place,Local Street,,Active,Paved,No,,49.268512810122935,-123.1152718,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27746434505491,-123.0551893,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.30371125212966,-123.1455584,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27727949974128,-123.061746,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.22911566933294,-123.1228761,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26118050925563,-123.0495764,BC
Ontario,Ontario,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.266707782505755,-123.1047421,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26494926553164,-123.1674579,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27431609379134,-123.1143755,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21737161285368,-123.0699317,BC
Beatty,Beatty,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27801286897388,-123.1133285,BC
3rd Ave/Wallace,Wallace,Local Street,,Active,Paved,No,,49.26915317160697,-123.190641,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26272930151612,-123.1446095,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23602518195681,-123.0970964,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.26301611789768,-123.1481563,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21174927419392,-123.0798873,BC
Portside,Wall,Local Street,,Active,Paved,Yes,,49.28707263117886,-123.0611175,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.239839947083915,-123.0356782,BC
Midtown/Ridgeway,E 37th Ave,Protected Bike Lanes,OSS,Active,Paved,No,,49.236451249065354,-123.0821977,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.24973815756417,-123.1756874,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21641040849165,-123.0806834,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.22951965535417,-123.1078005,BC
Burrard,Burrard,Protected Bike Lanes,R,Active,Paved,Yes,,49.27760627,-123.1314084,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.24749722457318,-123.0605144,BC
Granville Connector,W 5th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26696080229715,-123.139208,BC
45th Ave,Nanaimo,Local Street,,Active,Paved,No,,49.22832974424091,-123.0590573,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23852363556298,-123.1716483,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.23667229564104,-123.1853071,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.25720089419861,-123.0834154,BC
63rd Ave,W 63rd Ave,Local Street,,Active,Paved,Yes,,49.21320672086806,-123.1168504,BC
Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Paved,Yes,,49.28716358884836,-123.1230879,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.277532137246325,-123.0652829,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28096186927205,-123.0617058,BC
Dumfries,E 21st Ave,Local Street,,Active,Paved,No,,49.25164486545195,-123.072934,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.23586944002181,-123.0533321,BC
Portside,Wall,Local Street,,Active,Paved,Yes,,49.29152669946827,-123.0525115,BC
Seaside Bypass,Commodore Rd,Painted Lanes,NB,Active,Paved,No,,49.268073748431306,-123.1150241,BC
Stanley Park,N Lagoon Dr,Shared Lanes,,Active,Paved,No,,49.296506695975715,-123.1455258,BC
Alexander,Alexander,Local Street,,Active,Paved,Yes,,49.28403854722803,-123.0965631,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.221086512192365,-123.0746966,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.22591907867718,-123.0745055,BC
Cambie Bridge,Cambie Bridge,Protected Bike Lanes,R,Active,Paved,Yes,,49.26747017047314,-123.1146563,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.23932503229645,-123.0344261,BC
Laurel Overpass,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.266082746881395,-123.12409,BC
Midtown,Collingwood,Local Street,,Active,Paved,No,,49.237936562973445,-123.182001,BC
Dunbar,W 16th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.257936399382174,-123.1856009,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27445106526835,-123.1285509,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25298393979987,-123.112659,BC
33rd Ave,W 33rd Ave,Painted Lanes,NB,Active,Paved,Yes,,49.242010180461904,-123.1483435,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.28433880623323,-123.1399936,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.27614295036538,-123.1238385,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.22614580390297,-123.1235944,BC
Bute,Bute,Local Street,,Active,Paved,No,,49.28406922540063,-123.1299047,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23730129368485,-123.1045229,BC
Seaside,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.27503310476048,-123.2102254,BC
Seaside Bypass,W 1st Ave,Painted Lanes,NB,Active,Paved,No,,49.27025227962416,-123.1080524,BC
Drake,DRAKE ST,Protected Bike Lanes,SL,Active,Unpaved,Yes,,49.27401814480774,-123.1245855,BC
Kent,E Kent Ave South,Protected Bike Lanes,OSS,Active,Paved,No,,49.20855375092064,-123.0835743,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.23585054741625,-123.0501175,BC
Mosaic,Woodland Drive,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26460841037318,-123.0735878,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.217231111309786,-123.1333968,BC
Granville Connector,Granville St,Protected Bike Lanes,SL,Active,Paved,Yes,,49.268446986146174,-123.1382469,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.24567303,-123.0734592,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.26041487329035,-123.0833437,BC
Portside,Wall,Local Street,,Active,Paved,Yes,,49.28887829609566,-123.0596587,BC
Mosaic,E 14th Ave,Local Street,,Active,Paved,No,,49.25773589041554,-123.0679156,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.22980096295424,-123.1159146,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23818354622656,-123.148039,BC
Haro,Haro,Local Street,,Active,Paved,No,,49.28460106029959,-123.1269613,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.27573162012203,-123.0565764,BC
Kerr,Kerr,Painted Lanes,PBT,Active,Paved,Yes,,49.214666750258544,-123.0415504,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23336920391377,-123.1730605,BC
Ridgeway,Nanaimo,Local Street,,Active,Paved,No,,49.233636857457114,-123.058871,BC
SW Marine,SW Marine Drive,Painted Lanes,NB,Active,Paved,Yes,,49.23467784906799,-123.1964488,BC
Sunrise,Slocan,Shared Lanes,,Active,Paved,Yes,,49.24994584143008,-123.0496155,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21075583678663,-123.1318968,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27353495483343,-123.1233176,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25308028399945,-123.0337991,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21908800322136,-123.0800753,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.22292742096451,-123.1760414,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.23735807298274,-123.147507,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26975244469897,-123.0494613,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.23851972221298,-123.0620646,BC
Water,WATER ST,Painted Lanes,NB,Active,Paved,Yes,,49.28410209970384,-123.1075803,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.23646474,-123.1945302,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26515710960173,-123.1522853,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.26116613045666,-123.1482241,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.25522729633063,-123.1484413,BC
Water,WATER ST,Painted Lanes,NB,Active,Paved,Yes,,49.28369082,-123.1053225,BC
Cassiar,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.288310556684685,-123.028533,BC
Ridgeway,W 16th Ave,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.25810506261429,-123.1968492,BC
Kent,Kent Ave,Protected Bike Lanes,R,Active,Paved,No,,49.205358165274816,-123.0344931,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.26775342296187,-123.164538,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.22040188160305,-123.116718,BC
Kent,Kent Ave,Protected Bike Lanes,R,Active,Paved,No,,49.205392294138115,-123.0347421,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.26073420396868,-123.0833367,BC
Wales Duchess,Duchess,Local Street,,Active,Paved,No,,49.240151694876225,-123.0517641,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.27170313072226,-123.1792209,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.22633284047228,-123.1164835,BC
33rd Ave,W 33rd Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.241205823634694,-123.1217305,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23410031871372,-123.0516975,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.29817369411802,-123.1215989,BC
Off-Broadway,W 5th Ave,Local Street,,Active,Paved,No,,49.266611251773405,-123.1117797,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27053413219632,-123.0618686,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27745558007573,-123.0469659,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.27108125,-123.1710071,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.258380665805504,-123.1648737,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.22794413771075,-123.1759024,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.253397460146985,-123.0837149,BC
Mosaic,E 14th Ave,Local Street,,Active,Paved,No,,49.25778040348441,-123.0734545,BC
Ridgeway,W 20th Ave,Local Street,,Active,Paved,No,,49.25464965420274,-123.1788822,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28065578224239,-123.0617123,BC
Dunbar,Dunbar,Shared Lanes,,Active,Paved,Yes,,49.23498468894315,-123.1853348,BC
Ridgeway,Quesnel Drive,Local Street,,Active,Paved,No,,49.25122989217657,-123.173248,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.25477863940621,-123.1629147,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,No,,49.27357789661256,-123.1632146,BC
Yukon,W 4th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.267176376032296,-123.1127261,BC
BC Parkway,Vanness,Local Street,,Active,Paved,No,,49.24366857443017,-123.0450391,BC
Hillcrest,E 31st Ave,Local Street,,Active,Paved,No,,49.24253729251032,-123.0869405,BC
Cornwall,Cornwall,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27245127293717,-123.1470902,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.27858992,-123.1052362,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.224016945976246,-123.1236643,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.287979534143005,-123.142443,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.247302989294866,-123.1122647,BC
Cypress,Cornish,Local Street,,Active,Paved,No,,49.209336594161506,-123.142081,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28576958455919,-123.1170491,BC
Off-Broadway,E 6th Ave,Local Street,,Active,Paved,No,,49.26542280232617,-123.0963229,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.24573052297307,-123.1204905,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27144432452724,-123.0618505,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23684575132073,-123.0762038,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26259574,-123.1740325,BC
Dumfries,Fleming,Local Street,,Active,Paved,No,,49.25230901387263,-123.0719448,BC
Kerr,Kerr,Shared Lanes,,Active,Paved,Yes,,49.22624000159735,-123.0409675,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.252812006951395,-123.1126665,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.265288467018365,-123.1894547,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.21887097473202,-123.149873,BC
Rupert,Rupert,Painted Lanes,PBT,Active,Paved,Yes,,49.259335186295104,-123.0337663,BC
Nicola,Nicola,Local Street,,Active,Paved,No,,49.288148655013195,-123.1319038,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.21917085261653,-123.1061756,BC
Quebec,Quebec St,Shared Lanes,,Active,Paved,No,,49.26780272997187,-123.1027581,BC
Sunrise,Elliott,Local Street,,Active,Paved,Yes,,49.211359477053094,-123.0552093,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26258526781042,-123.2030622,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.27066464994101,-123.1875375,BC
Sunrise,N Kaslo,Local Street,,Active,Paved,No,,49.2884643,-123.0466843,BC
Midtown/Ridgeway,E 38th Ave,Local Street,,Active,Paved,No,,49.23591364692477,-123.0619043,BC
42nd Ave,W 42nd Ave,Local Street,,Active,Paved,No,,49.23224182256072,-123.1059989,BC
Central Valley,Grandview Hwy North,Local Street,,Active,Paved,Yes,,49.26137287,-123.0638556,BC
Ridgeway,Quesnel Drive,Shared Lanes,,Active,Paved,Yes,,49.24949546469771,-123.171735,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24726509275965,-123.1360438,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26299458032296,-123.1612548,BC
Sunrise,Earles,Local Street,,Active,Paved,Yes,,49.23528257418634,-123.0488314,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27743963670045,-123.0318851,BC
67th Ave,W 68th Ave,Local Street,,Active,Paved,No,,49.21057741675261,-123.1444049,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21087955974028,-123.140123,BC
Sunrise,Kaslo,Local Street,,Active,Paved,No,,49.27887964071924,-123.0467065,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.22994894978863,-123.0798976,BC
Midtown/Ridgeway,Fraser,Protected Bike Lanes,OSS,Active,Paved,No,,49.23678860001865,-123.0904532,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.238164818889096,-123.1467914,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.21746405885502,-123.1405312,BC
Inverness,Lane S of E 64th,Local Street,,Active,Paved,No,,49.21152606588487,-123.0794651,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.247445000149824,-123.1411547,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27710784797671,-123.1070286,BC
Richards,Richards,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28420310702686,-123.111654,BC
22nd Ave,E 22nd Ave,Shared Lanes,,Active,Paved,Yes,,49.25060161281525,-123.0374401,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.22863305426017,-123.0743996,BC
Seaside Bypass,W 1st Ave,Painted Lanes,NB,Active,Paved,No,,49.26864669960553,-123.1131555,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24398513713952,-123.1729812,BC
Cypress,SW Marine Drive,Shared Lanes,,Active,Paved,No,,49.20732426531206,-123.1422243,BC
Dunsmuir,Dunsmuir Viaduct,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27967068,-123.1102761,BC
King Edward,W King Edward,Painted Lanes,PBP,Active,Paved,Yes,,49.251097191131294,-123.1558931,BC
Windsor,Glen Drive,Local Street,,Active,Paved,No,,49.26266061014458,-123.0813627,BC
Central Valley,Grandview Hwy North,Local Street,,Active,Paved,Yes,,49.26118780943303,-123.0633943,BC
Off-Broadway,E 8th Ave,Local Street,,Active,Paved,No,,49.26322184213977,-123.0634768,BC
Heather,Tisdall,Local Street,,Active,Paved,No,,49.22582079,-123.1208756,BC
10th Ave,W 10th Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.26231294553333,-123.1187215,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.24104455496579,-123.1476782,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.27444985329476,-123.056581,BC
Killarney,E 46th Ave,Local Street,,Active,Paved,No,,49.228437785709055,-123.0488535,BC
Arthur Laing Bridge,Arthur Laing Bridge,Painted Lanes,NB,Active,Paved,No,,49.203240662219336,-123.1357629,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28224357365262,-123.1096601,BC
Portside,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.29026356,-123.0292052,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.22488959446952,-123.1165405,BC
Alexander,Alexander,Local Street,,Active,Paved,Yes,,49.28408717387735,-123.0991531,BC
Lakewood,Lakewood,Protected Bike Lanes,OSB,Active,Paved,No,,49.27791167400842,-123.0617434,BC
Killarney,Killarney,Local Street,,Active,Paved,No,,49.22908236837712,-123.045454,BC
Seaside Bypass,W 1st Ave,Local Street,,Active,Paved,Yes,,49.27066866948701,-123.1459757,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.29615447139193,-123.1482335,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.26519587807329,-123.0790546,BC
Kent,E Kent Ave North,Protected Bike Lanes,OSS,Active,Paved,No,,49.20680982807553,-123.0636802,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25211088389817,-123.0337991,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,No,,49.26004746072706,-123.0736764,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.252453445152895,-123.1756584,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.25201862,-123.148604,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.27203139128861,-123.1199862,BC
